View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
1035,R&R COMPRESSOR SERVICE COMPANY,,BEN  RICHARDS,,221 10TH ST S,KIRKLAND,WA,98033-6729,Industrial Air Compressor Sales Compressed Air Piping Compressed Air Parts & Service Vaccuum Pump Sales Vaccum Piping Vacuum Pumps Parts & Service
1036,Ross Company Engineering Services LLC,RCES,MICKEY V ROSS,,9324 Canyon Rd E,Puyallup,WA,98371-6306,"Ross Engineering Services LLC provides process, systems and computer engineering; quality assurance; graphical information systems and sustainability management; renewable energy: solar and wind (offshore and land) systems products and services. State Certified water testing. Certified Marriage and family counseling. Certified Social worker, Medical Insurance Training for Providers including TriCare."
1037,"Intelligent Design Solar, LLC",,Todd Pistorese,,1726 Alki Ave Sw,SEATTLE,WA,98116-1817,"At Intelligent Design Solar, LLC we believe the future of distributed rooftop solar depends on cooperation between the customer/owner and utilities. IDS provides utilities with SCADA quality situational awareness of distributed energy resources and enables remote management of both generation and loads throughout their network. IDS provides a means to achieve greater reliability, reduce system losses, and enable operation a self-healing grid."
1038,MICO WELDING & MACHINING INC.,,Mike E Judd,,N 16332 SADDLEWOOD RD,NINE MILE FALLS,WA,99026-9463,"Full service CNC machine shop, screw machining, any size part runs, custom fabrication of welded and bolted assemblies. All materials and plastics."
1039,HI GRADE ASPHALT & SEAL COAT INC,High Grade Constructions,ENID DUNCAN,,113 Meridian Ave E,EDGEWOOD,WA,98371-1029,"HiGrade Contruction Asphalt is a paving contractor servicing all of Washington. We specialize in custom projects, large and small, ranging from vast roads and parking lots to private driveways and sidewalks. With over 30 years of experience, flexible scheduling and free estimates at no obligation, you can rest assured HiGrade will perform excellently to meet your needs. We have offices in Edgewood WA and Ocean Shores WA. It is our goal to provide the best product for the best price and meet customer satisfaction!"
1040,"LINOLEUM & CARPET CITY, INC.",,Pete CARUSO,,1426 W FRANCIS AVE,SPOKANE,WA,99205-6769,"We are SDVOSB VA certified full service floor covering retailer/contractor specializing in the sales, service, & installation/maintenance of all floor covering products; residential, commercial, & industrial as well as; window treatments, counter tops"
1041,Ataira Analytics Incorporated,,Daniel Beebe,,11612 Ne 155th St,Kirkland,WA,98034-4659,"Ataira Analytics is a provider of products, solutions and development focusing on the full life cycle of business intelligence activities. With broad and deep experience in Microsoft data and reporting technology we can help you derive real value from your information using best practices and certified skilled professionals. We have helped thousands of customers of all sizes deploy a range of data and business intelligence projects either outsourced or as part of a team. We offer cloud software subscriptions for Microsoft Dynamics 365, Exchange, Office 365, SharePoint, Skype for Business or Power BI. Our SharePoint add-in in the Microsoft Store for Power BI allows your team to import and collaborate on your Power BI reports and dashboards in a convenient SharePoint interface with alerts and group notifications. Let our professionals consult with you on solutions for BI technology and business maturity assessment, BI strategy mapping or BI training, development and support."
1042,ADD SECURITY INCORPORATED,,V Jean Brown,,910 NE MINNEHAHA ST STE 9,VANCOUVER,WA,98665-8749,"Over 34 years of High Level, Professional Security Guard and Patrol Services.At ADD Security we provide something more at your site than just a highly trained professional Security Guard. We place technology on your site that not only allows you the proof and accountability of our performance, but also actionable intelligence in real time."
1043,"Pacific Surveying & Engineering Services, Inc.",ELEMENT SOLUTIONS,Adam Nelson,,909 SQUALICUM WAY STE 111,BELLINGHAM,WA,98225-2077,"Land Surveying: ROS, cadastral, boundary, right-of-way, corridor, ALTA, and ACSM surveys, topographic, bathymetric, and hydrographic mapping, construction surveying, subdivisions, site plans, GIS consulting, laser scanning & remote drone / aerial mapping. Civil Engineering and Environmental Services."
1044,"G. H. B. Construction Services of Washington, Inc.",,George Brewer,,12356 Northup Way Suite 102,Bellevue,WA,98005-1956,"Service exterior facade of buildings: Caulking, Sealing, Window Cleaning, Pressure Washing, Lead Repairs, ROof Anchor Inspections"
1045,"BABCOCK SERVICES, INC.",,PHIL GALLAGHER,President,8113 QUINAULT AVE STE 201,KENNEWICK,WA,99336-8212,"BSI specializes in architectural and engineering services, environmental engineering services, Project Management, Construction Management, Planning, Scheduling, Estimating, environmental clean-up, Radiological Services and waste management."
1046,Skookum Resource Management LLC,,Brian Beaulaurier,,115 Klickitat Ave,Lyle,WA,98635-9612,
1047,Colehour + Cohen Inc.,C+C,JULIE Colehour,,1011 Western Ave Ste 702,Seattle,WA,98104-3634,"Colehour+Cohen is a social marketing and public relations firm that focuses on social issues including the environment, healthcare, education and safety."
1048,"MORASCH, JOHN",,John  Morasch,,2030 S 363 Pl,Federal Way,WA,98003-9112,"I am a dentist, I provide General Dentistry."
1049,RYATT CONSTRUCTION LLC,,Brianna Huff,,9414 Stone Ave N,Seattle,WA,98103-3329,"Ryatt Construction LLC provides sewer and water main lining, disaster relief, demolition, site work construction, utility installation and restoration for public authorities. Our   expertise in project management and will enhance the outcome and value of your project."
1050,Lumapoint Inc.,,Golnaz Koloushani,,2710 144TH CT SE,Mill Creek,WA,98012-5741,Lumapoint is an Information Technology (IT) and management consulting firm. We offer innovative and reliable IT and program management services to the government.
1051,Shape Construction Inc,,ZAC Holmes,,3231 NE Totten Rd #101,Poulsbo,WA,98370-8635,General Contractor for all divisions of construction from self performing concrete and horizontal construction to construction management and all aspects of tower construction
1052,OccHealth Services PLLC,,LOREN L LEWIS,,12713 W Greenfield Rd,Nine Mile Falls,WA,99026-9358,"Consulting regarding most aspects of corporate health and safety issues, radiation contamination, exposures, beryllium, health/safety processes, case management, health and productivity management, drug testing, medical-legal concerns."
1053,"Jetoptera, Inc.",,Todd E Newton,,144 RAILROAD AVE STE 100,EDMONDS,WA,98020-4121,Propulsion system based on a turboshaft core that has a unique method of propulsion called fluidic propulsion system. This eliminates rotors or propellers and provides the reliability of a turbine. Unmanned and manned aircraft designs specific to maximize the efficiency of the FPS propulsion system.
1054,"SAYLA-TEC, INC.",,SANYA  Ala,President,1218 W BELLWOOD DR,SPOKANE,WA,99218-2909,"Supply management contracts, keep fill procurement, bar coding services, research specialists and product design, safety training, consultants, hazardous waste management/hauling, lab and analytical testing and language interpretion/translation services"
1055,Caliber Electric Inc. ,,Kerry D Schubert,President,1120 Maple Valley Rd SW,Olympia,WA,98512-9438,Electrical Contracting (Govt)
1056,NAKURU SOFTWARE INC,,David J Bakeman,,1504 N 57TH STREET,SEATTLE,WA,98103-5911,Custom simulation software design and implementation.
1057,Your Preferred Electric Company,Preferred Electric,Elissa Hoefs,,25 Five Cent Ranch Rd,Republic,WA,99166-9639,"Commercial and light industrial electrical install and service work, generator install and backup systems, solar systems and lighting."
1058,Mount Saint Helens Reforestation Inc,,AURELIO  QUINTERO,PRESIDENT,118 N Market Blvd,Chehalis,WA,98532-2666,"TREE PLANTING, PRECOMMERCIAL THINNING, BRUSH CUTTING, HAND & MACHINE SPRAYING, SHIPPING."
1059,SAH Ecologia LLC,,Sonia A Hall,,669 Crawford Ave,Wenatchee,WA,98801-3677,"We specialize in connecting the dots to enable professionals to work together to achieve bigger goals. I can help you … … coordinate work with partners …. liaise between scientists and practitioners … write up plans, proposals, and other products"
1060,EVERY PAGE MARKETING LLC,,Leslie Burton-Lopez,,101 CAPITOL WAY N STE 202,OLYMPIA,WA,98501-1077,"Every Page Marketing provides marketing consultation services that includes: responses to RFPs/RFQs, resume design, website design, resume design, and editing services."
1061,Emerald City Moving & Storage LLC ,,Peter M Mesceda,President,18325 Segale Park Dr B,Tukwila,WA,98188-4735,"Emerald City Moving & Storage is a 'one stop shop' for a commercial relocation project. Relocation consulting/planning, Space Planning, Systems/Casegooods furniture, Storage, Distribution, Inventory control, Furniture Repair, Electrostatic Painting."
1062,Phoenix Trading Inc.,Amercare Products Inc,Julie Siegel,PRESIDENT,17661 128th Pl NE,Woodinville,WA,98072-8783,"PERSONAL CARE PRODUCTS, JANITORIAL SUPPLIES, HOSPTIAL SUPPLIES, CLOTHING & APPAREL, TEXILES, MADE TO ORDER ADMISSION KITS. **CALL TOLL FREE: 800-556-6322**"
1063,"Walla Walla Environmental, Inc.",,Cassie Rothstrom,,4 W Rees Ave,Walla Walla,WA,99362-1155,Waste Water Treatment Equipment Waste Water Chemistry
1064,"TEMPEST TECHNOLOGIES, LLC",,DEBBIE Williamson,Director of Applied Technology,1045 12TH AVE NW STE F8,ISSAQUAH,WA,98027-8999,"Sales, service, design, integration, and installation of audio video systems. This Includes videoconferencing, Teleconferencing, Public Address, Training Rooms, Meeting Rooms, Auditoriums, Classrooms, and Boardrooms."
1065,MICHAELS INSTALLATION SERVICES LLC,,Graig S Greenough,,8632 BIRCH LN,SEDRO WOOLLEY,WA,98284-9376,
1066,AMERICAN EAGLE HVAC,,Bill Hunt,,421 S NEWPORT AVE,NEWPORT,WA,99156-9645,"Professional HVAC service technicians with over 20 years experience in the installation, service and repair of heating, cooling, duct designs, and refrigeration, both residential and commercial."
1067,"ECO TEC, INC",,HERBERT R PEARSE,Principal,18617 108TH ST CT KPN,GIG HARBOR,WA,98329-5505,"http://www.eco-tec-inc.com Environmental consultant/remediation contractor and manufacturer of environmentally compatible remediation products. Eco-Tec, Inc. provides site assessment, in-situ remediation, and general remedaiton services."
1068,"SITE ENVIRONMENTAL, LLC",,Michael J Williams,,1744 S DAWSON ST,SEATTLE,WA,98108-2363,"Site Environmental, LLC is a Phase 1 Environmental Site Assessment (ESA) consulting company. We provide our service for real estate property transactions and exchanges to multiple related sectors. The Phase 1ESA is also what is referred to in the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) as all appropriate inquiries (AAI). AAI is a process of evaluating a property’s environmental conditions and assessing potential liability for any contamination. AAI is due diligence that must be conducted by the potential new property owner to obtain certain protections from liability under CERCLA. The ASTM E1527-13 Standard Practice for Environmental Site Assessments: Phase I Environmental Site Assessment Process is consistent with the requirements of CERCLA. ASTM E1527-13 is the standard used by Site Environment for our practice."
1069,"TRANS 360, INC.",,Sherri L Cheney,,201 HIDDEN SPRINGS RD,KALAMA,WA,98625-9845,Driver training needs and development. We come to your location. Defensive driving programs for driving in the mountains.
1070,"TALAKAI CONSTRUCTION, LLC",,Dana m Gervais Talakai,,9236 25TH AVE SW,SEATTLE,WA,98106-2604,Project manager has 38 years of construction and project bidding experience and has run million dollar projects for other construction firms.
1071,"Vievu, LLC",,Alissa McDowell,,1100 OLIVE WAY STE 1300,SEATTLE,WA,98101-1856,
1072,"Avalon Contracting, Inc.",Avalon Homes,MICHAEL  A. Johnson,,2552 Jefferson Avenue,Tacoma,WA,98402-1304,"Avalon has extensive experience performing all facets of facility maintenance including design, installation, testing, inspection, and repair services."
1073,Orthocare Innovations LLC,,David Boone,,123 2ND AVE S STE 220,EDMONDS,WA,98020-8450,
1074,Moreno & Nelson Construction Corp,,Cruz Castillo,,665 Stinson Ave,Walla Walla,WA,99362-0000,
1075,MANTEC SERVICES INC.,,KRYSTYN  D HAVENS,,4400 24TH AVE W,SEATTLE,WA,98199-1236,"The name Mantec, stands for “manufacturing technologies”, and offers 28 years of extensive background in contract manufacturing to Government and Industry. Mantec Services is a diversified manufacturer offering Molded Polyurethane, Safety Bumper Systems, Urea Coatings, and EVA Closed Cell Foam. Through our own efforts, syndication and subcontracting, we specialize in Build to Print projects in the following industries: Electronics (cable, circuit board, and complex electro-mechanical assemblies), Metals, Forgings and Castings, Composites and Plastics. We pride ourselves on the ability to pull together the necessary outside resources, combined with our in-house capabilities, to complete almost any manufacturing challenge. We are a WOSB located in Seattle, WA."
