View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
225,"Aable Safety Clean, Inc.",,Erin Harris,,18848 NE 84TH ST # 6201,Redmond,WA,98052-0000,"Aable Safety Clean is an industry leader in commercial kitchen hood cleaning. Aable Safety Clean is committed to providing dependable and professional service along with maintaining the highest level of ethical standards. We will take every possible step to insure your commercial kitchen hood system is cleaned thoroughly and properly. All cleanings are in compliance with the (N.F.P.A) National Fire Prevention Association ’96. Aable Safety Clean services a high volume of customers which helps enable us to keep prices low without sacrificing quality. We offer our clients the most experienced certified technicians in the industry. We currently service thousands of commercial kitchens across the Pacific Northwest including many; fine dining restaurants, fast food chains, grocery stores, hotels, bars, golf courses, hospitals, retirement homes, government facilities, universities, and local school districts."
226,J R PLASTER & PAINT CO INC,,Joy RAGLAND,President,7100 S SUNNYCREST RD,SEATTLE,WA,98178-2652,"General Contractor Building and Remodeling, Painting contractor"
227,JOZYGEE LLC,,ADEOTI  T ADEDIRAN,,5280 MONICA ST,WEST RICHLAND,WA,99353-6086,Electrical Engineering main emphasis power systems
228,THOMPSON ELECTRICAL CONSTRUCTORS INC,,Sonia R Billingsley,,150 100TH ST S,TACOMA,WA,98444-6513,"Services: Government Agencies, JBLM, PSNS, Bangor, Ballard Locks, VA, Army Reserve Center Pier 23, FAA, KCHA; local agencies: University Place, Pierce County, City of Tacoma, School Districts, Medical Facilities, Franciscan Medical Campuses, Western State Hospital,Utility Work: Communication sites, Road Construction projects such as street lighting, traffic signals, solar school zone flashing beacons, solar crosswalks and traffic loops, Low Volt: Fiber Optic Cabling, Data, Communications"
229,Emerald Paint & Coatings Inc,,DONALD  Herzberg,"Technical, Sales",1520 Parker Way Ste B,Mount Vernon,WA,98274-2595,"paint, industrial coatings, delivery, specification, moisture testing, NACE Inspection"
230,"Custom Interface, Inc.",,Karolynn Bruce,,410 S Larch St,Bingen,WA,98605-8909,"We provide strategic design solutions that build value, reduce lead time and ensure performance meets expectations. We build products which operate in extremely harsh environments."
231,SCHIRA CONSULTING,,CELT M SCHIRA,,1028 12TH ST,BELLINGHAM,WA,98225-0000,"Electrical design services (power, lighting, communications and photovolataics) informed by sustainable building expertise. We provide elctrical engineering for the built environment. We meet the clients’ goals and budget. Solid initial electrical design saves money in construction, operations, maintenance and future building reuse. Sustainably designed buildings are more energy efficient, have higher building rental and resale values, higher employee satisfaction, and better customer response."
232,"PART WORKS, INC., THE",,Larry Farley,Sales Manager,2900 4TH AVE S,SEATTLE,WA,98134-1936,"Wholesaler of plumbing repair parts, tools, backflow, partitions, nurse call parts and sewer equipment."
233,"Wille, Inc",Wille Design,ROBIN  WILLE,President,525 Belmont Ave E,Seattle,WA,98102-4874,"Interior Design, Space Planning, Project Managment, Sustainability Consulting; Graphic Design & Environment Graphic Design"
234,"Winkle, Deborah J ",Always Quality Cleaning ,Deborah Winkle,,2461 Ellensburg Ranches Rd,Ellensburg,WA,98926-8898,"Six years experience in commercial and residential cleaning & janitorial service. Interior window washing, floor waxing, and all other services as needed."
235,TANDEM EDITING LLC,,Cynthia Reeh,,2940 WESTLAKE AVE N STE 303,SEATTLE,WA,98109-1969,"Tandem Editing LLC helps smart, committed people achieve their communication goals. We work in tandem with you to produce text that is clear, accurate, respectful, and ready to use. Founded in 2010, Tandem Editing combines the skills and experience of three editors. Together, we offer comprehensive editorial support: project management, skilled editing, subject-matter expertise, and greater availability than any single editor can offer. We’ve got you covered."
236,CORPSMART LLC,,McKenna Weiks,,106 5th Ave SE,OLYMPIA,WA,98501-6918,"Serving law firms, corporations and financial entities to provide UCC lien searching, UCC filing, corporate filings, corporate document retrieval, registered agent, independent director and business licensing and verification services."
237,"NETLINK.COM, INC.",GTC TECHNICAL SUPPORT,Steve Batdorf,Director,4 KITTITAS ST STE 300,WENATCHEE,WA,98801-6008,"World-class CRM solutions with cost effective service packages. Customizable and scalable 24x7x365 coverage. Efficient resolution using live operators providing technical support, call/trouble ticketing, messaging service, dispatch, and provisioning."
238,Spring Environmental Inc ,,BETH F Hodgson,President,1011 N Cedar St,SPOKANE,WA,99201-1914,Evaluate emissions control equipment; develop and negotiate air and waste permits; prepare and implement environmental and safety plans and training
239,ADD SECURITY INCORPORATED,,V Jean Brown,,910 NE MINNEHAHA ST STE 9,VANCOUVER,WA,98665-8749,"Over 34 years of High Level, Professional Security Guard and Patrol Services.At ADD Security we provide something more at your site than just a highly trained professional Security Guard. We place technology on your site that not only allows you the proof and accountability of our performance, but also actionable intelligence in real time."
240,YES WE CAN FLAGGERS LLC,,Tamara J  Harris,,6883 HOLLY PARK DR S,SEATTLE,WA,98118-3501,Specialize in traffic control service and instruction. Over 26 years of experience in flagging and directing traffic. Excellent safety rating. State certified Flagger instructor.
241,"SPECTRAGEN INFORMATICS, LLC",Spectragen Informatics,Paul A Rudnick,,4275 Sorrel Ave NE,Bainbridge Island,WA,98110-2019,"We offer scientific consulting in the area of biological mass spectrometry, specializing in data analysis and informatics. Our specialized area of focus is proteomics."
242,NEW PURSUIT CONSULTING SERVICES - LLC,,Gila  J Burton-Curl,,24271 229TH AVE SE,MAPLE VALLEY,WA,98038-5162,"Provide custom services to automate data and information. New Pursuit seeks to analysis business data by creating database, SQL Reports, data visualization, Dashboard and automated system to aid manage in understanding business data. Services include geo-database, relational database design from development to back-end management."
243,"JOYCE KIRANGI, CPA, LLC",,Joyce Kirangi,,10522 SE 206TH PL,KENT,WA,98031-1588,"Joyce Kirangi, CPA, LLC, principal owner, Joyce Kirangi, has over 20 years of cross-functional experience in government audits, accounting, and extensive knowledge in government operations. We have extensive experience working with government officials. We conduct our work in accordance with government auditing standards (Yellow Book), and applicable AICPA standards. Our service includes: pre-audit services, accounting and auditing services, special studies/analysis services/bookkeeping, internal controls and risk assessments, governance/strategic initiatives audits, and performance audits to determine effectiveness and efficiency of government programs. We conduct extensive compliance audits including: construction, concession, contract/vendor, special/fraud investigations, federal financial management assistance -Single Audits. We also provide advisory/management consulting services in various aspects of government operations - financials and operations."
244,MILESTONE WORLDWIDE LLC,,Amanda Shesterkin,,1001 4th Ave Ste 3200,SEATTLE,WA,98154-1003,"Milestone Worldwide provides expert, experienced Professional Services, Project Management, Project Controls, Cost Engineering, Estimating, Scheduling, Risk Management, Document Controls, Project Administration."
245,LAYLAND CONSTRUCTION LLC,,jeffery t layland,,35217 Kinsman Rd E,Roy,WA,98580-8357,we are a construction company that also does cleaning and removal. Including bio hazardous waste removal and disposal.
246,SUNSET JANITORIAL INC.,,Katherine A. Marks,,33 ORVIS ST,PORT ANGELES,WA,98362-9325,"SUNSET JANITORIAL INC is the leading provider of cleaning services with an outstanding reputation for quality and integrity. We provide premium cleaning services for buildings, offices, retail spaces, medical offices, and more. We provide high quality office and building cleaning services, Commercial cleaning, Carpets, Windows, floors maintenance, building cleaning, janitorial, building maintenance and cleaning. We also offer 100% organic cleaning solutions."
247,DIMENSIONAL DBA LLC,,Matthew D Parker,,18925 SE 227TH PL,RENTON,WA,98058-0473,DBA and Exadata services along with Hadoop Big Data Services and cloud database architecture for DBAAS.
248,"Tellistic Technology Services, LLC",Washington Operations,Ivan Lumala,,21157 SE 28th Pl,Sammamish,WA,98075-7416,"Microsoft MCSE, Office 365 Certified, Azure Certification"
249,"SuperTeams, LLC.",,Peg Drummond,,435 14th Street,Bellingham,WA,98225-6104,Leadership and Facilitation training for LEAN/Six Sigma and other CPI professionals. We provide the 'People Skills' for success in Process Improvement. We have trained over 2000 LEAN Black Belts to date.
250,"Mountain Dog Sign Company, Inc.",,Steven Kempf,,"1620 N Mamer Rd, D100",Spokane Valley,WA,99216-3722,"Team of graphic designers and sign makers, skilled to tackle the full range of signage, including lobby signs, directional signage, tradeshow exhibits, interior commercial art and wall vinyl, wide-format digital printing, as well as vehicle graphics."
251,"HARRIS ENVIRONMENTAL GROUP, INC.",,Lisa K Harris,,333 FARALLONE AVE,TACOMA,WA,98466-7105,"Environmental clearance and permitting for natural and cultural resource management, National Environmental Policy Act and hazardous waste investigations/removal. Natural resource experience includes: endangered species studies and monitoring; vegetation and riparian restoration studies; bat roost investigations; endangered species recovery plans; noxious/invasive weed surveys; attitude surveys of endangered species; restoration plans; preparing NEPA documents and Integrated Natural Resource Management Plans. Cultural resource experience includes conducting small to large-scale cultural resources surveys, including: excavations, construction monitoring, and compliance, historic architecture documentation, ethnographic studies, and Integrated Cultural Resource Management Plans. Hazardous waste investigations include Phase I Environmental Site Assessments, asbestos and radon surveys, underground storage tank and lead studies/removal"
252,"Weatherhead Experience Design Group, Inc.",,Andrea  K Weatherhead,,5221 28TH AVE S,SEATTLE,WA,98108-3011,"Our award-winning team applies a wide range of skills (and intense passion) to every phase of the process — from initial exhibit concept, to sophisticated interactive design, to multimedia development, straight through to opening day — all while enjoying ourselves immensely. Clearly, this is what we were born to do."
253,Low-Rain Enterprises LLC.,Imperial Power Washing,Jason Cornett,,928 Allenwhite Dr,Richland,WA,99352-8620,"For the deepest levels of clean, trust Imperial Power Washing! From siding to concrete, fleet vehicles to airplanes, we’re the foremost authority when it comes to pressure washing in Richland, WA. With superior equipment, seasoned expertise and a penchant for delivering excellent customer service, we’re ready to tackle your job today!"
